sample_id,sample_barcode,collection_label,analysis,project,site_code,transect_name,site_name,collection_date,distance,collection_time,sample_type,habitat,host,trophic,site_type,metadata,lat,long,processing,notes
WMEA_01803_No_3,01803,Sediment,DNA,SuperTransect,03,STEstuary,STEstuary3,20190619,200m,10:55,Sediment,Riverine,Nonhost,Environmental,Transect,,21.639674,-158.060752,Transfer to extraction tube,
WMEA_01804_No_4,01804,SoilShallow,MS,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Ship to Dorrestein lab,
WMEA_01805_No_4,01805,SoilShallow,DNA,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Transfer to extraction tube,
WMEA_01806_No_4,01806,SoilDeep,MS,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Ship to Dorrestein lab,
WMEA_01807_No_4,01807,SoilDeep,DNA,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Transfer to extraction tube,
WMEA_01808_No_4,01808,Water,MS,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Ship to Dorrestein lab,
WMEA_01809_No_4,01809,Water,DNA,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Transfer to extraction tube,
WMEA_01810_No_4,01810,Sediment,MS,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Ship to Dorrestein lab,
WMEA_01811_No_4,01811,Sediment,DNA,SuperTransect,04,STEstuary,STEstuary4,20190619,300m,11:13,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63887403,-158.060384,Transfer to extraction tube,
WMEA_01812_No_5,01812,SoilShallow,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:42,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Ship to Dorrestein lab,
WMEA_01813_No_5,01813,SoilShallow,DNA,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:42,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Transfer to extraction tube,
WMEA_01814_No_5,01814,SoilDeep,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:42,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Ship to Dorrestein lab,
WMEA_01815_No_5,01815,SoilDeep,DNA,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:42,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Transfer to extraction tube,
WMEA_01816_No_5,01816,Water,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:30,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Ship to Dorrestein lab,
WMEA_01817_No_5,01817,Water,DNA,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:30,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Transfer to extraction tube,
WMEA_01818_No_5,01818,Sediment,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Ship to Dorrestein lab,
WMEA_01819_No_5,01819,Sediment,DNA,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,11:31,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63858703,-158.059519,Transfer to extraction tube,
WMEA_01820_No_6,01820,SoilShallow,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:30,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Ship to Dorrestein lab,
WMEA_01821_No_6,01821,SoilShallow,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:30,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Transfer to extraction tube,
WMEA_01822_No_6,01822,SoilDeep,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:30,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Ship to Dorrestein lab,
WMEA_01823_No_6,01823,SoilDeep,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:30,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Transfer to extraction tube,
WMEA_01824_No_6,01824,Water,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:05,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Ship to Dorrestein lab,
WMEA_01825_No_6,01825,Water,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:05,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Transfer to extraction tube,
WMEA_01826_No_6,01826,Sediment,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:08,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Ship to Dorrestein lab,
WMEA_01827_No_6,01827,Sediment,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:08,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63821798,-158.058617,Transfer to extraction tube,
WMEA_02296_Pl_6,02296,PlantShoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,Ship to Dorrestein lab,
WMEA_02297_Pl_6,02297,PlantShoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,Ship to Dorrestein lab,
WMEA_02298_Pl_6,02298,PlantShoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,Ship to Dorrestein lab,
WMEA_02299_Pl_6,02299,PlantShoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:10,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,Freeze Dry,
WMEA_02300_Pl_6,02300,PlantShoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:15,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,Freeze Dry,
WMEA_02301_Pl_6,02301,PlantShoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:18,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,Freeze Dry,
WMEA_02302_Pl_6,02302,PlantRoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,Ship to Dorrestein lab,
WMEA_02303_Pl_6,02303,PlantRoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,Ship to Dorrestein lab,
WMEA_02304_Pl_6,02304,PlantRoot,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,Ship to Dorrestein lab,
WMEA_02305_Pl_6,02305,PlantRoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:12,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63824203,-158.058586,Freeze Dry,
WMEA_02306_Pl_6,02306,PlantRoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:17,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63825503,-158.058562,Freeze Dry,
WMEA_02307_Pl_6,02307,PlantRoot,DNA,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,12:20,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63823399,-158.058546,Freeze Dry,
WMEA_03395_An_6,03395,Ants 800 mt Estuary,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,GPS E6_181,21.63821798,-158.058617,,
WMEA_03396_An_1,03396,Ants 0 mts Estuary,MS,SuperTransect,01,STEstuary,STEstuary1,20190619,0m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,,21.64132,158.0622,,
WMEA_03397_An_5,03397,Ants 400 mts estuary,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,GPS point 158,21.63858703,-158.059519,,
WMEA_03398_An_6,03398,Ants 500 mt estuary,MS,SuperTransect,06,STEstuary,STEstuary6,20190619,500m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,GPS point 162,21.63837799,-158.058497,,
WMEA_03399_An_5,03399,Ants 400m estuary,MS,SuperTransect,05,STEstuary,STEstuary5,20190619,400m,NA,Ant,Terrestrial,Animal,Omnivore,Transect,GPS 158 (Criss),21.63865602,-158.0594,,
WMEA_01924_No_1,01924,SoilShallow,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Ship to Dorrestein lab,
WMEA_01925_No_1,01925,SoilShallow,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Transfer to extraction tube,
WMEA_01926_No_1,01926,SoilDeep,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Ship to Dorrestein lab,
WMEA_01927_No_1,01927,SoilDeep,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Transfer to extraction tube,
WMEA_01928_No_1,01928,Water,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:15,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Ship to Dorrestein lab,
WMEA_01929_No_1,01929,Water,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:15,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Transfer to extraction tube,
WMEA_01930_No_1,01930,Sediment,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:15,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Ship to Dorrestein lab,
WMEA_01931_No_1,01931,Sediment,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:15,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63251904,-158.050406,Transfer to extraction tube,
WMEA_01932_No_2,01932,SoilShallow,MS,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Ship to Dorrestein lab,
WMEA_01933_No_2,01933,SoilShallow,DNA,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Transfer to extraction tube,
WMEA_01934_No_2,01934,SoilDeep,MS,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:22,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Ship to Dorrestein lab,
WMEA_01935_No_2,01935,SoilDeep,DNA,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:22,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Transfer to extraction tube,
WMEA_01936_No_2,01936,Water,MS,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:07,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Ship to Dorrestein lab,
WMEA_01937_No_2,01937,Water,DNA,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:07,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Transfer to extraction tube,
WMEA_01938_No_2,01938,Sediment,MS,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:12,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Ship to Dorrestein lab,
WMEA_01939_No_2,01939,Sediment,DNA,SuperTransect,02,STFalls,STFalls2,20190618,100m,14:12,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63298398,-158.051186,Transfer to extraction tube,
WMEA_01940_No_3,01940,SoilShallow,MS,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Ship to Dorrestein lab,
WMEA_01941_No_3,01941,SoilShallow,DNA,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:31,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Transfer to extraction tube,
WMEA_01942_No_3,01942,SoilDeep,MS,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:34,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Ship to Dorrestein lab,
WMEA_01943_No_3,01943,SoilDeep,DNA,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:34,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Transfer to extraction tube,
WMEA_01944_No_3,01944,Water,MS,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Ship to Dorrestein lab,
WMEA_01945_No_3,01945,Water,DNA,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Transfer to extraction tube,
WMEA_01946_No_3,01946,Sediment,MS,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Ship to Dorrestein lab,Time collected not recorded
WMEA_01947_No_3,01947,Sediment,DNA,SuperTransect,03,STFalls,STFalls3,20190618,200m,14:25,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63184203,-158.049687,Transfer to extraction tube,Time collected not recorded
WMEA_01948_No_4,01948,SoilShallow,MS,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.631132,-158.048925,Ship to Dorrestein lab,
WMEA_01949_No_4,01949,SoilShallow,DNA,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.631132,-158.048925,Transfer to extraction tube,
WMEA_01950_No_4,01950,SoilDeep,MS,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.631132,-158.048925,Ship to Dorrestein lab,
WMEA_01951_No_4,01951,SoilDeep,DNA,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.631132,-158.048925,Transfer to extraction tube,
WMEA_01952_No_4,01952,Water,MS,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.631132,-158.048925,Ship to Dorrestein lab,
WMEA_01953_No_4,01953,Water,DNA,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.631132,-158.048925,Transfer to extraction tube,
WMEA_01954_No_4,01954,Sediment,MS,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,Sediment,Riverine,Nonhost,Environmental,Transect,,21.631132,-158.048925,Ship to Dorrestein lab,
WMEA_01955_No_4,01955,Sediment,DNA,SuperTransect,04,STFalls,STFalls4,20190619,300m,9:50,Sediment,Riverine,Nonhost,Environmental,Transect,,21.631132,-158.048925,Transfer to extraction tube,
WMEA_01956_No_5,01956,SoilShallow,MS,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Ship to Dorrestein lab,
WMEA_01957_No_5,01957,SoilShallow,DNA,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Transfer to extraction tube,
WMEA_01958_No_5,01958,SoilDeep,MS,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Ship to Dorrestein lab,
WMEA_01959_No_5,01959,SoilDeep,DNA,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Transfer to extraction tube,
WMEA_01960_No_5,01960,Water,MS,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Ship to Dorrestein lab,
WMEA_01961_No_5,01961,Water,DNA,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Transfer to extraction tube,
WMEA_01962_No_5,01962,Sediment,MS,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Ship to Dorrestein lab,
WMEA_01963_No_5,01963,Sediment,DNA,SuperTransect,05,STFalls,STFalls5,20190619,400m,10:10,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63102999,-158.047911,Transfer to extraction tube,
WMEA_01964_No_6,01964,SoilShallow,MS,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Ship to Dorrestein lab,
WMEA_01965_No_6,01965,SoilShallow,DNA,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Transfer to extraction tube,
WMEA_01966_No_6,01966,SoilDeep,MS,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Ship to Dorrestein lab,
WMEA_01967_No_6,01967,SoilDeep,DNA,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Transfer to extraction tube,
WMEA_01968_No_6,01968,Water,MS,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Ship to Dorrestein lab,
WMEA_01969_No_6,01969,Water,DNA,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Transfer to extraction tube,
WMEA_01970_No_6,01970,Sediment,MS,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Ship to Dorrestein lab,
WMEA_01971_No_6,01971,Sediment,DNA,SuperTransect,06,STFalls,STFalls6,20190619,500m,10:40,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63095296,-158.046987,Transfer to extraction tube,
WMEA_01972_No_7,01972,SoilShallow,MS,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Ship to Dorrestein lab,
WMEA_01973_No_7,01973,SoilShallow,DNA,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Transfer to extraction tube,
WMEA_01974_No_7,01974,SoilDeep,MS,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Ship to Dorrestein lab,
WMEA_01975_No_7,01975,SoilDeep,DNA,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Transfer to extraction tube,
WMEA_01976_No_7,01976,Water,MS,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Ship to Dorrestein lab,
WMEA_01977_No_7,01977,Water,DNA,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Transfer to extraction tube,
WMEA_01978_No_7,01978,Sediment,MS,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Ship to Dorrestein lab,
WMEA_01979_No_7,01979,Sediment,DNA,SuperTransect,07,STFalls,STFalls7,20190619,600m,11:00,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63090996,-158.046015,Transfer to extraction tube,
WMEA_01980_No_8,01980,SoilShallow,MS,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Ship to Dorrestein lab,
WMEA_01981_No_8,01981,SoilShallow,DNA,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Transfer to extraction tube,
WMEA_01982_No_8,01982,SoilDeep,MS,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Ship to Dorrestein lab,
WMEA_01983_No_8,01983,SoilDeep,DNA,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Transfer to extraction tube,
WMEA_01984_No_8,01984,Water,MS,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Ship to Dorrestein lab,
WMEA_01985_No_8,01985,Water,DNA,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Transfer to extraction tube,
WMEA_01986_No_8,01986,Sediment,MS,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Ship to Dorrestein lab,
WMEA_01987_No_8,01987,Sediment,DNA,SuperTransect,08,STFalls,STFalls8,20190619,700m,11:20,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63051903,-158.045226,Transfer to extraction tube,
WMEA_01988_No_9,01988,SoilShallow,MS,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Ship to Dorrestein lab,
WMEA_01989_No_9,01989,SoilShallow,DNA,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,SoilShallow,Terrestrial,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Transfer to extraction tube,
WMEA_01990_No_9,01990,SoilDeep,MS,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Ship to Dorrestein lab,
WMEA_01991_No_9,01991,SoilDeep,DNA,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,SoilDeep,Terrestrial,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Transfer to extraction tube,
WMEA_01992_No_9,01992,Water,MS,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Ship to Dorrestein lab,
WMEA_01993_No_9,01993,Water,DNA,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,WaterNonSaline,Riverine,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Transfer to extraction tube,
WMEA_01994_No_9,01994,Sediment,MS,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Ship to Dorrestein lab,
WMEA_01995_No_9,01995,Sediment,DNA,SuperTransect,09,STFalls,STFalls9,20190619,800m,11:40,Sediment,Riverine,Nonhost,Environmental,Transect,,21.63056597,-158.044273,Transfer to extraction tube,
WMEA_02356_Pl_1,02356,PlantShoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:04,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63289304,-158.051123,Ship to Dorrestein lab,
WMEA_02357_Pl_1,02357,PlantShoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:13,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63299304,-158.051065,Ship to Dorrestein lab,
WMEA_02358_Pl_1,02358,PlantShoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63303,-158.051102,Ship to Dorrestein lab,
WMEA_02359_Pl_1,02359,PlantShoot,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:04,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63289304,-158.051123,Freeze Dry,
WMEA_02360_Pl_1,02360,PlantShoot,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:13,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63299304,-158.051065,Freeze Dry,
WMEA_02361_Pl_1,02361,PlantShoot,DNA,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:21,PlantShoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63303,-158.051102,Freeze Dry,
WMEA_02362_Pl_1,02362,PlantRoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:06,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63289304,-158.051123,Ship to Dorrestein lab,
WMEA_02363_Pl_1,02363,PlantRoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:16,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63299304,-158.051065,Ship to Dorrestein lab,
WMEA_02364_Pl_1,02364,PlantRoot,MS,SuperTransect,01,STFalls,STFalls1,20190618,0m,14:23,PlantRoot,Terrestrial,Plant,PrimaryProducer,Transect,Stachytarpheta cayennensis,21.63303,-158.051102,Ship to Dorrestein lab,
